target,id,date,tweet
1,2057080522,Sat Jun 06 12:20:05 PDT 2009,@sandipantz lucky lucky woman! so excited for you finally meeting your guys! details later  muah!
1,2057244319,Sat Jun 06 12:38:28 PDT 2009,"@Glendsky wtf?!?! I am getting too old for this, I think "
1,1685282974,Sat May 02 23:44:57 PDT 2009,@Airrun come over; I'll take u dancing 
1,2002284240,Tue Jun 02 03:45:09 PDT 2009,I never thought that I`ll be liking instrumental songs too much. 
1,1978288140,Sat May 30 22:55:53 PDT 2009,Okay the low budget movie is over...headed to bed now have church in the am...goodnite all 
1,1563699469,Sun Apr 19 23:52:59 PDT 2009,Just hung up  time to sleep now? Well... a little later won't hurt.
1,1989437498,Mon Jun 01 01:32:17 PDT 2009,"@KisseyAsplund Really? It's nice and warm here in Atlanta,GA . I want to visit Stockholm. I bet it's nice "
1,2052730767,Sat Jun 06 01:48:10 PDT 2009,@Noufah wowsa :p im so jelous... for me that boring routine wud be vacations... lol.. wanna switch lives for a fortnight ? i wont mind. 
1,1563813639,Mon Apr 20 00:23:10 PDT 2009,just finished sound check for tonights performance at the ASTRA'S now heading to back to the dressing room to get glammed up 
1,2190811940,Tue Jun 16 03:47:41 PDT 2009,@Wossy congrats on the music award! 
1,1969288759,Fri May 29 23:34:23 PDT 2009,@macadamiathenut : some1s gotta start it 
1,1969492946,Sat May 30 00:12:32 PDT 2009,says d pa pla co kumakaen ng lunch. BRB.  http://plurk.com/p/x58sy
1,2045272981,Fri Jun 05 10:29:18 PDT 2009,Squirrel fishing 
1,1932970157,Tue May 26 22:39:44 PDT 2009,@lbchaser hey dude hope your doing good  miss ya ....
1,1972331940,Sat May 30 09:01:34 PDT 2009,"Aight twits its time to catch sum more zz! See that's what I love about the weekend, u can wake up &amp; go to sleep whenever "
1,1990155051,Mon Jun 01 04:03:00 PDT 2009,Good morning everyone  Have a great day !!!
1,1881526683,Fri May 22 04:54:14 PDT 2009,"@jLillian ha ha yeah, they deff didn't know about twitter  but yu know what?? Yu might be the Best Friend I've ever had ;)"
1,2057475725,Sat Jun 06 13:04:30 PDT 2009,"Hello, Twitters!!!, i'm come back!!, jejejeje..., thanks for your twitts, i hope everyone feel good  i'm just here reading you again "
1,1695509863,Mon May 04 06:18:49 PDT 2009,@sorcha69 Thank you. Very kind of you to say that! 
1,2190621215,Tue Jun 16 03:15:20 PDT 2009,@yoshie40 a god damn super-duper chronic insomniac 
1,1565764196,Mon Apr 20 07:30:12 PDT 2009,@thebloggermom great job! Replacing processed carbs w. fresh fruits and veggies is the key to sustained wt loss w/o hunger 
1,2192079900,Tue Jun 16 06:28:31 PDT 2009,Good Morning Dolls!!  xoxoxoxo
1,2066520470,Sun Jun 07 10:40:32 PDT 2009,"@sagarun is a fan of transmission , and a new version 1.70 is out  #Transmission"
1,1835298973,Mon May 18 05:39:42 PDT 2009,Last historic Hubble space walk beginning now! The most glorious images imagineable. Happy!  Track @NASA tweets! #STS125 nasa.gov
1,1932860033,Tue May 26 22:23:25 PDT 2009,"Before Chaubran had dreamt this dream Nina, Richard already had dreamt it ï¿½  ï¿½"
1,1970466605,Sat May 30 03:59:12 PDT 2009,@NicCarrick *thirds* Claire :p you are too beautiful for that  12 days to go ;) ~*K*~
1,1556626633,Sat Apr 18 23:37:16 PDT 2009,@ryanpthompson @rmulle you are welcome 
1,2011503921,Tue Jun 02 19:07:23 PDT 2009,@sheetzam Talked to him again and he was ZOMG economy no money.  Sigh.  Ah well...  Ps can he read these?  
1,1970094084,Sat May 30 02:25:47 PDT 2009,"went to watch rup today, pfft district league is pathetic "
1,1753887200,Sun May 10 03:58:09 PDT 2009,Man i hate church. Has to be done though. I like the way it makes other people feel good 
1,2003129413,Tue Jun 02 05:56:22 PDT 2009,@srdill  you'll love it - it helps
1,2193222061,Tue Jun 16 08:09:46 PDT 2009,@Sugarwilla 'sok. i've got a work around.  buying flight today.
1,2013243011,Tue Jun 02 22:13:24 PDT 2009,@tommcfly i'm trying to change it 
1,1995593448,Mon Jun 01 13:44:24 PDT 2009,"@RyanSeacrest Yay! Adam and Kris, is there any chance you guys would collaborate on a project together in the future? "
1,1968100233,Fri May 29 20:45:35 PDT 2009,@Eighty4TheBoss hey precious  !
1,2045707507,Fri Jun 05 11:07:07 PDT 2009,Finally back online after almost a week on the road and in PA. Great trip; more updates to come 
1,2015450199,Wed Jun 03 04:41:47 PDT 2009,trying to work this thing out 
1,1969682196,Sat May 30 00:51:06 PDT 2009,@bbhamby we always have a good time 
1,2068762697,Sun Jun 07 14:39:15 PDT 2009,"mmm, maybe time for a nap? lovin lazy days "
1,2001373339,Tue Jun 02 00:40:25 PDT 2009,"At work again, such a shame with this weather... "
1,2072189784,Sun Jun 07 20:33:37 PDT 2009,"OK, nevermind. It was Ed Westwick on Young Hollywood. I ought to have googled. Sorry.  So did I miss Ed Westwick on Young Hollywood???"
1,1983674601,Sun May 31 13:36:46 PDT 2009,@mariahjb yep it is the real me.. i love my fans! you guys are too sweet.. i really do love you all.. fans complete me 
1,2002245274,Tue Jun 02 03:37:30 PDT 2009,@RichardWiseman Thank you. Just in the right time to take on holiday. should i put a picture of it on a vision board and stare at it 
1,1993395798,Mon Jun 01 10:18:31 PDT 2009,Thiking how fun attending the LAKER PARADE will be  GO LAKERS!!!
1,2060084790,Sat Jun 06 18:13:38 PDT 2009,@lilaznangel16 congrats on their silver anniversary!! 
1,1983032446,Sun May 31 12:22:23 PDT 2009,Who else loves/loved the cartoon 'Arthur'? I mean I still watch it! 
1,1880295213,Fri May 22 00:44:33 PDT 2009,@KimishaB  if you like 2 laugh..have a good time..follow me..its just that simple 
1,2049440862,Fri Jun 05 16:53:09 PDT 2009,@bfrankahf oh brian what would I do without you? 
1,2058999977,Sat Jun 06 16:02:55 PDT 2009,Dublin is amazing!!! Such a dope place. London tom. I'm even more xcited  shut eye time
1,1687152565,Sun May 03 07:55:11 PDT 2009,needs tons of luck for tomorrow 
1,1979821678,Sun May 31 04:38:35 PDT 2009,My Laptop Got Fixed Yesterday  Yaay
1,2056895892,Sat Jun 06 11:59:54 PDT 2009,@xBianC4x i like theem too 
1,2064838820,Sun Jun 07 07:17:39 PDT 2009,"@willyr: wow naman...do you still want catering on Wednesday night?  Also, try this http://www.empireonline.com/crypticcanvas/"
1,1468251718,Tue Apr 07 00:33:10 PDT 2009,"Believe it or not, I actually did it... "
1,2178190100,Mon Jun 15 07:19:53 PDT 2009,@Jeromy73 thanks! As Bella gets more exp topping...beware! It was such a fun shoot 
1,2051562761,Fri Jun 05 22:18:25 PDT 2009,Nite twitter world....early morning 2moro! Barrel Race wish us luck!  (btw barrel race is rodeo sport 4 all those city folk who didnt no)
1,1989602951,Mon Jun 01 02:08:24 PDT 2009,@YoungQ sleep during the flight  hope u can get some rest  i just had a shitty night
1,1971545804,Sat May 30 07:21:08 PDT 2009,"@Terri_E hahaha, i dunno about that!  I look different than my profile picture...  for example, that is a fake mustache.  "
1,2061773169,Sat Jun 06 21:35:00 PDT 2009,@JonAsher am I worthy of one? 
1,1755124015,Sun May 10 08:19:17 PDT 2009,home for mother's day. 
1,1824199905,Sun May 17 00:24:52 PDT 2009,Is home from work! and eating Paella! 
1,1827420939,Sun May 17 10:40:28 PDT 2009,must remember not to go to work in the morning!!! Keep forgetting that I have booked the day off!! 
1,2189682687,Tue Jun 16 00:38:10 PDT 2009,@VictoriaOnAir Lol....  i thought you meant 600 new aircraft orders  
1,2051434938,Fri Jun 05 22:00:45 PDT 2009,"@elspethjane I wish I could have been there. You'll have to lighten up on @jamiew now, but only a little "
1,1998066186,Mon Jun 01 17:56:11 PDT 2009,@sueupton im watching too. and wearing my DMB shirt 
1,1676868969,Fri May 01 23:30:45 PDT 2009,2 am and i am going to bed! damn you yoville! lol.......hope tomorrow is nice. gotta lot to do outside! 
1,1565327263,Mon Apr 20 06:29:17 PDT 2009,Damnit! You left the cap off the toothpaste AGAIN! What did I warn you about that? 
1,1557162562,Sun Apr 19 02:22:47 PDT 2009,@DonnieWahlberg  I cherish the gift you give me 
1,1824348136,Sun May 17 01:00:09 PDT 2009,@cookimonsterluv heyy is this MY cindy? 
1,2176458083,Mon Jun 15 03:55:52 PDT 2009,Is shopping with mamma 
1,2018832241,Wed Jun 03 10:34:52 PDT 2009,@MizzTeeze Yes please. I think a strong coffee too. 
1,1991548427,Mon Jun 01 07:14:19 PDT 2009,"@nbonsack good morning, Nicholas! "
1,2014450674,Wed Jun 03 01:34:21 PDT 2009,@mclorna Look like its a Bonnie Tyler number for you on Friday then 
1,1794702539,Thu May 14 06:23:12 PDT 2009,juice diet... ur havin a bubble i dont care if i get fat i luv myself sum foooood  big is beautiful baby!!
1,2067723066,Sun Jun 07 12:50:46 PDT 2009,@KiLLuHKaYy thanx chicka  say hi 2 everybody!
1,1989872039,Mon Jun 01 03:06:12 PDT 2009,We've also had Tillie the cat for 9 years today 
1,2050527657,Fri Jun 05 18:49:51 PDT 2009,yessssssss long weekend  xxx
1,1982017745,Sun May 31 10:21:34 PDT 2009,"@steph_davies I know right!! ) I love his fans, they are so loyal to him. So sweet. He's so lucky. "
1,2189797316,Tue Jun 16 00:56:12 PDT 2009,Going to get twitter app 
1,1824788188,Sun May 17 02:56:16 PDT 2009,Morning! I'm going to the S.P.A. We're gonna buy a little dog!  x
1,2050432520,Fri Jun 05 18:39:33 PDT 2009,is very very sleepy and hungry. mammi bought çè²´å? (chao gwai diu) for me  yeahhhh! 
1,2014999037,Wed Jun 03 03:22:59 PDT 2009,@karthikh its good  well see you soon!
1,1752443221,Sat May 09 21:56:23 PDT 2009,@leekingx3 It was on my CNN subscription on Google Reader. I couldn't help but repost it 
1,1964523500,Fri May 29 14:22:19 PDT 2009,"A-ha, my fox has come home "
1,1573233909,Tue Apr 21 00:15:48 PDT 2009,"@nicolerichie Oh, now I know. Read it on your website. "
1,1551844202,Sat Apr 18 10:07:06 PDT 2009,Be vigorously aware of what you have...   the small things in life are great!  plus theres so many of em!  (via @RevRunWisdom)
1,1989072904,Mon Jun 01 00:15:24 PDT 2009,@kherrylobrien lol. i guess... 
1,1687070667,Sun May 03 07:40:36 PDT 2009,Just enjoyed a nice bike ride! 
1,1793569467,Thu May 14 03:11:42 PDT 2009,@esmeeworld I just saw your video of Outta Here and it's so cooool! I think it's so great that a Dutch person can get this far! Go esmee! 
1,1957426256,Fri May 29 00:27:59 PDT 2009,"@piginthepoke Good morning, no I was tucked up in bed last night. A late night for you then. "
1,2015968767,Wed Jun 03 05:54:29 PDT 2009,@tommcfly wanna know something random but cool? the initials of Motion In The Ocean (MITO) mean &quot;legend&quot; in Portuguese  awesome album! x
1,1824221934,Sun May 17 00:29:57 PDT 2009,@missjia lmfao!!!!!.......!.... Wait did she just say niggas and yeast infection in the same sentence...i think i gotta throw up 
1,2014734341,Wed Jun 03 02:30:39 PDT 2009,@FrancesVista you know LEVERAGE?  oh and yeah..after she got beaten by brown..she stopped singing 
1,1981917625,Sun May 31 10:09:22 PDT 2009,Bouncing on the trampoline   http://twitpic.com/6cc6j
1,1823846158,Sat May 16 23:10:25 PDT 2009,"saw bladerunner for the first time ever tonight... it was a good movie, but I don't understand the hype... "
1,1932996840,Tue May 26 22:43:46 PDT 2009,@johnkung I would be very angry if I went through a speed camera at 11.2km/h and got a fine! 
1,1998163779,Mon Jun 01 18:05:51 PDT 2009,is watching her brother waste trees! 
1,2057602640,Sat Jun 06 13:18:40 PDT 2009,Even a penny on the floor is an opportunity for change 
1,1564073391,Mon Apr 20 01:38:04 PDT 2009,@jamiemarkwhite nice one mate  we'll have to meet up next time you are down this way!
1,1970814728,Sat May 30 05:18:23 PDT 2009,"@lunaerica hey little  what's up,sweet. XxX"
1,2044929799,Fri Jun 05 10:00:13 PDT 2009,@FluffyTheCat Your only thought is &quot;Meow&quot;...not &quot;World Domination&quot;?! Hope you don't meet MY cat then! 
1,1998996495,Mon Jun 01 19:28:09 PDT 2009,"@gina_bruno, welcome to Twitter! Might want to follow: @washingtonian, @robdyrdek, @sportsguy33, @cnnbrk, @redsoxgame, @premiumoutlets  "
1,1557556667,Sun Apr 19 04:49:14 PDT 2009,Rove Rove Rove Rove Rove I LOVE ARJ 
1,2016157504,Wed Jun 03 06:16:31 PDT 2009,"@bigpieps A big ole mess.  She's doing pretty well. Has up-chucks now and then, but overall good. How about yours? Aside from cute. "
